Name,Count
gesturing,8
baby-faced,3
stimulate,10
slop,4
untold,7
bui,4
suspiciously,24
bliss,12
overview,17
daredevils,10
views,17
scarface,21
carlito,7
reward,4
quietude,12
lived-in,16
springboard,10
komediant,3
queens,47
incurably,5
brett,14
morgen,5
nanette,7
biographical,13
play-doh,10
fingers,28
junior-high,14
millisecond,14
ventures,4
abilities,23
ratchets,11
rip,23
grotesquely,14
unrequited,5
substituting,8
prior,16
guilt-free,6
doodled,4
steamboat,5
fairness,4
varying,24
coughed,14
fidgeted,13
romped,13
aisles,14
bathroom,25
ou,2
cleavage,14
principled,9
confession,8
sling,8
bob,46
hanukkah,15
fried,5
peas,14
sprecher,25
reference,9
1992,19
unforgiven,7
utilized,10
scintillating,13
civilization,23
cure,25
doe-eyed,8
pre-9,8
homeric,10
barrie,14
restrained,41
65-year-old,8
12th,10
choosing,13
actuary,17
sleepwalk,4
vulgarities,6
rawness,12
complaints,4
hard-won,9
fiascos,16
joint,11
promotion,11
association,13
teenaged,9
poster-boy,12
lil,39
22,7
bonanza,5
outlandish,37
schemes,36
puns,16
tashlin,14
recapitulation,12
made-up,11
lampoons,6
flattering,24
skin-deep,10
notions,22
boats,22
tracks,11
millennium,25
ong,5
blank-faced,18
damaged-goods,20
orbits,34
nationalism,10
media-soaked,12
magician,8
detective,32
skullduggery,10
coma,33
tara,22
reid,22
journalist,31
six-time,12
tropic,15
pageant,15
eighth-grader,4
cable-sports,10
mind-numbing,7
piles,1
peculiarly,19
amorality,8
stomach-churning,6
forever,37
cracking,13
live-action,55
handling,18
costumer,12
jived,9
flynn,9
foul,41
shum,6
futility,7
pageantry,8
roars,5
blood-splattering,6
mass,5
drug-induced,6
evacuations,8
none-too-funny,8
distinctions,11
labors,4
whip,10
muscle,15
farts,44
nine-year-old,10
uzumaki,4
prostituted,6
stagecrafts,3
bolder,6
audience-pleaser,5
waited,12
doctor,8
emergency,15
girardot,3
sweaty-palmed,6
cannon,18
cream,14
downs,34
malnourished,5
gulp,6
parris,4
ape,18
filler,10
well-drawn,14
rubber-face,6
goldberg,14
aground,5
snared,8
credulity,15
impish,21
divertissement,9
gainsbourg,22
colonialism,6
japanimator,7
hayao,8
survives,4
bv,8
re-voiced,8
masala,24
sub-par,5
shivers,12
teen-sleaze,6
snoots,2
standbys,12
malarkey,14
gobbler,10
buries,2
borrowed,28
malle,10
slob,13
reductions,14
runyon,15
crooks,15
retard,8
indispensable,5
judging,3
nonethnic,6
direct-to-void,5
heading,15
gender-war,14
workings,10
trey,4
molestation,13
seldom,23
honorably,3
kahlories,7
sha-na-na,4
utilizing,7
stiflingly,6
tantamount,6
sept.,15
sept,2
bledel,5
pre-teen,10
latino,20
unrelated,10
jiri,11
menzel,12
trains,20
danis,10
tanovic,11
wide-awake,8
rainbows,10
plant,10
smile-button,11
populace,14
faux-urban,9
hotter-two-years-ago,8
indisputably,12
treacle,4
pore,17
mexico,20
controversial,29
cd,8
remade,7
diapers,29
1987,16
expand,8
mushes,3
college-friends,7
monster-in-the,17
miscalculates,5
fiddle,12
fubar,2
skidding,9
nonconformity,9
glancing,7
hibiscus,9
grandly,10
mcculloch,24
late-summer,10
surfer,11
caliber,14
coincidence,34
shoestring,9
unevenly,8
lynch-like,8
rotting,16
wasting,14
legally,24
blonde,24
abomination,28
shoes,14
hoofing,8
crooning,7
conceptions,24
triple-crosses,9
arise,6
reedy,13
consigliere,13
kate,30
janine,15
all-woman,13
tame,16
wised-up,10
rubenesque,18
niccol,15
insinuating,8
nonbelievers,8
rethink,17
attitudes,10
creed,16
skeptics,4
fred,21
schepisi,20
deathly,6
unity,11
hundert,5
agreement,8
spy-vs,2
desultory,5
whistle,5
handy,13
humanistic,19
faded,26
skipped,6
flibbertigibbet,9
dicey,14
devastation,12
disease,27
romanticism,8
sultry,19
beer-fueled,13
retiring,14
unexamined,11
digitally,12
altered,6
monitor,7
self-hating,14
less-than-thrilling,3
boomer,24
extrusion,5
propelled,9
aided,5
mirren,25
heart-pounding,15
flopped,2
lovably,4
proclaim,10
love-struck,14
somebodies,14
somnambulant,7
unlock,6
pressure,14
cooker,9
horrified,9
movie-goers,4
embarking,4
consumerist,8
studiously,18
wimps,8
off-screen,8
necessity,16
towers,11
outdoes,6
non-firsthand,13
accentuating,7
muting,5
food-spittingly,6
mischievous,14
oodles,19
eye-filling,12
wide-screen,11
disloyal,23
satyr,23
antagonism,7
jerusalem,9
mcdormand,27
timeout,11
harmed,8
insulted,7
torture,31
marcus,15
copies,21
borrow,20
reel\/real,10
dichotomy,11
pursued,10
venice\/venice,13
mobility,6
sullivan,11
good-for-you,11
venturesome,6
dabbles,6
gaining,13
humidity,9
far-flung,10
snapping,6
elmo,2
touts,5
coke,15
empathize,8
lamer,16
saddle,17
naturalness,7
coral,16
reef,15
heavyweight,10
behalf,22
endangered,15
cousin,7
bottom-feeder,11
piercingly,5
37-minute,7
snowman,13
semimusical,8
wwii,22
electronic,10
spectrum,18
numbered,13
kidlets,8
canon,47
52,11
commended,26
dulls,12
skilled,10
cameo-packed,9
i-2-spoofing,9
photographic,5
sorts,17
suggesting,23
u.s.,60
u.s,10
grittily,7
traditionally,24
ame,5
archly,9
fruition,6
gidget,5
muscles,9
smarts,13
depictions,7
justifying,8
85,18
contemptible,11
imitator,11
snl,14
8-year-old,15
channeling,22
cresting,8
grip,13
salient,4
crudeness,9
dodges,6
screenful,10
gamesmanship,28
pleas,14
wildlife,30
environs,12
transfigures,17
cheated,28
unchanged,9
startled,8
dozing,12
decipherable,9
ingeniously,3
arrangements,20
serials,15
'30s,16
'40s,15
leafing,4
photos,18
accompanied,4
sketchiest,17
captions,7
self-flagellation,4
1960,31
sellers,31
serpent,15
certified,9
jose,8
iris,27
from-television,9
seesawed,7
inflate,11
mileage,8
stray,12
phonograph,11
encountering,13
mystique,7
reenacting,6
scandal,18
19,11
drama\/action,6
fifth,10
beer-soaked,5
re-creation,6
croatia,5
digits,16
age-wise,3
gesture,8
shindler,11
handicapped,19
belgian,19
waffle,10
cardiac,12
springer,19
computer-animated,4
confounding,3
solemnly,6
advances,7
stones,18
shameful,8
rake,10
lawn,9
inherently,28
reincarnation,11
halftime,19
fifteen,11
well-told,8
caricature,12
radioactive,17
norma,10
rae,10
leanest,6
meanest,5
non-porn,12
slopped,9
em,8
marveled,7
flames,16
hand-drawn,9
eddy,5
crooned,4
jeanette,11
macdonald,9
risk,47
disinterest,9
syrup,22
idol,9
schaefer,6
seizing,8
haplessness,12
tics,20
avenues,13
astronomically,12
recessive,7
mary-louise,9
unfussily,13
tezuka,5
defining,3
wildcard,7
allison,6
identity-seeking,6
repetitively,6
awash,7
droning,12
frankenstein-monster,6
zucker,15
brothers\/abrahams,16
post-modern,11
all-french,4
marveilleux,4
uphill,15
adobo,8
palate,10
cognizant,15
tully,3
self-assured,21
filmgoing,15
overuse,9
skateboarder,9
bmx,21
rider,9
mat,10
turks,11
angling,8
unromantic,4
wince,8
hush,10
subjected,21
urine,21
semen,17
substances,19
cooly,7
pyschological,8
knocks,5
safely,12
video\/dvd,10
babysitter,19
grateful,10
write,13
liner,9
spied,7
cookie-cutter,16
blithely,12
achronological,11
careless,15
nightmares,6
whopping,8
shootouts,8
delayed,4
scorcese,8
one-joke,29
venus,9
broader,18
maneuvers,22
comic-book,14
traced,11
concludes,8
dawn,21
doting,20
murray,8
prolific,9
stuffs,13
comfortably,31
grandiloquent,22
misty,9
irreconcilable,8
lesbian,12
pretence,6
hmmmmm,5
avid,9
impatient,16
moron,8
anarchy,8
zzzzzzzzz,5
rhapsodic,9
creations,21
half-lit,7
dorm,10
rooms,14
coda,19
tucker,26
illustrating,15
repelled,11
dogmatism,17
manipulativeness,15
fearful,17
femme,23
bait-and-switch,6
mrs.,9
preciousness,20
mrs,1
decommissioned,9
romero,7
profession,35
magnolia,27
possessed,5
tailor-made,13
cliff-notes,14
full-length,35
ugh,5
excite,6
churns,9
flagrantly,15
thunderstorms,16
racy,27
template,10
lectured,12
tech-geeks,12
violated,5
targets,13
raunch-fests,14
unmentionables,15
dresses,16
forewarned,5
afterwards,22
italy,4
beckons,5
comeback,10
curlers,10
canadians,19
vardalos,35
corbett,6
zwick,18
98,4
consumers,15
mein,7
tso,10
prepare,27
attach,12
cartons,16
fuels,9
self-destructiveness,11
mccracken,4
vicente,7
aranda,7
adultery,21
spiderman,2
hideousness,6
distressing,8
anticipation,11
plastic,24
knickknacks,12
garage,9
sale,9
you-are-there,19
lay,23
emilie,9
besco,11
rapturous,14
lingual,5
wiggling,10
cipherlike,8
tidal,32
estela,6
hagiographic,7
leader,12
fidel,13
agnostic,8
carnivore,8
pronounced,12
pythonesque,14
disrespected,6
knucklehead,6
perversely,12
mournful,18
good-time,13
milked,8
punchline,10
wonder-what,7
time-it-is,4
argentinian,10
gurus,8
doshas,7
verging,8
mumbo-jumbo,9
streaks,7
unimpeachable,17
proficiently,4
trounce,7
judaism,5
50,38
repugnance,19
under-rehearsed,3
jungle,10
needing,10
byplay,6
bickering,5
spy-savvy,10
siblings,24
vega,11
juni,13
sabara,11
cortez,9
anchor,20
give-and-take,8
injected,6
deepa,3
confining,7
liyan,9
perilously,20
passe,18
chopsocky,17
tiger,6
approaching,24
funky,11
thrives,17
artificiality,14
ministers,7
bible-study,9
discuss,6
giovanni,6
psychiatrist,7
police-procedural,6
uninspiring,6
immersed,16
aiming,6
soon-to-be-forgettable,14
cleverest,11
desplat,7
transfixes,7
freak-out,3
libidinous,7
dwellers,20
bra,20
kalvert,18
10-year,15
delay,15
enliven,8
wheezing,17
bohemian,7
passive,6
yield,9
nuts,13
cold-fish,6
low-wattage,19
shiver,9
reviewed,4
deliberateness,8
espoused,8
scorcher,5
orc,6
uruk-hai,6
jokey,8
unforgettably,26
uproariously,7
fearlessly,6
drunk,14
art-conscious,7
rounded,17
holistic,9
healing,25
20-car,10
undogmatic,6
portent,8
developers,10
tourism,15
pageants,15
deny,21
endorsement,14
abhors,12
flat-out,23
cases,6
corcuera,15
mortal,7
jacket,14
matinee-style,10
bang-up,10
crowds,11
completists,5
re-create,9
jules,27
verne,12
"20,000",11
leagues,13
pal,29
iran,54
afghani,14
streamed,38
catalyst,16
restrictive,18
mornings,8
katz,7
founding,14
yong,12
kozmo,10
fighters,15
improbabilities,6
temper,12
impacting,10
administration,25
complicity,22
tearing,36
orphans,16
noticed,10
uselessly,6
money-grubbing,6
third-rate,19
apocalypse,13
confidently,11
orchestrated,11
aesthetically,13
rightly,7
unslick,8
based-on-truth,7
persuades,11
hoopla,6
shifts,22
transitions,18
enhanced,8
surplus,11
archive,13
soupy,4
aiello,10
mumbles,5
flesh-and-blood,18
plea,10
democracy,16
griffin,12
co.,1
co,5
reputedly,11
unfilmable,13
bucked,13
swingers,15
playboy,10
pixilated,9
provokes,17
expressionistic,10
yakusho,10
long-faced,12
shimizu,9
slam-dunk,7
clinically,7
rambo,8
meets-john,8
tucked,18
warm-milk,8
ill-fitting,19
perfunctory,33
overtly,27
underrated,17
sense-spinning,13
lola,28
one-trick,24
pony,24
softheaded,6
metaphysical,19
recite,34
procedural,23
dogged,19
kids-and-family-oriented,15
94-minute,5
travesty,21
unparalleled,7
mistaken,33
pan,17
nalin,13
practitioners,9
monopoly,12
impressionable,9
worlds,35
video-game-based,8
upfront,11
linearity,13
closest,26
irksome,16
anew,13
retrieve,9
trumps,11
heartily,13
war-weary,12
marine,12
agape,6
punched,6
soberly,8
reported,8
incidents,7
classify,8
model,10
werner,14
shapes,18
shear,10
verite,10
f.,11
techniques,8
looseness,7
grasping,15
workshop,13
plumbing,9
resulted,11
volcano,18
overflowing,17
septic,18
tank,31
rusted-out,7
ruin,17
restored,11
belittle,5
underplayed,11
yasujiro,14
ozu,14
unseemly,13
congratulate,14
claws,14
fatherhood,8
haunts,34
fraser,27
forages,3
temperamental,7
decrepit,17
reprieve,17
whining,15
foot,41
daddy,23
anarchic,26
gilmore,11
mush-hearted,4
sydney,9
harbour,9
seater,20
gliding,19
banking,14
hovering,3
life-at-arm,10
irritatingly,21
brainer,6
camerawork,19
upset,16
70-year-old,4
crank,17
meter,21
injustices,18
world-at-large,19
guilt-suffused,6
semi-surrealist,4
well-thought,11
"10,000",12
dodgy,4
old-world,10
uhhh,12
assembles,12
communicate,8
warped,24
wimmer,8
thornberry,8
wedgie,7
poo,16
quit,14
undergrad,13
plague,13
print,15
kraft,10
macaroni,12
applauded,16
tireless,14
booking,10
passage,17
parlance,5
lick,33
clout,20
represent,8
exemplify,7
laziest,19
tots,10
till,20
regurgitates,10
transparently,25
laced,7
stable-full,9
showers,10
wane,7
drizzle,25
schneidermeister,6
makin,7
losin,5
steinberg,3
venality,8
modernizes,6
a.e.w,9
mason,10
plucks,17
ready-made,14
dire,27
stimulus,5
optic,6
forgivable,16
fusion,9
concrete,11
slapped,6
outage,10
insubstantial,11
spaniel-eyed,4
hubert,42
slugfest,13
o.,3
magi,8
relocated,8
scuzzy,12
feel-bad,7
items,15
winking,14
clouds,15
chords,10
presses,8
limpid,14
mesmerised,6
99,12
yuen,9
oliveira,5
pursue,7
representation,9
plutonium,10
purgatory,8
penchant,18
contentious,10
configurations,10
thrill-kill,12
cat-and-mouser,12
crapulence,7
beaches,6
lds,8
armchair,13
tourists,28
relating,20
post-war,8
instruct,8
reeking,10
library,13
tres,5
nia,5
worldly-wise,9
offal,8
majid,12
shoe-loving,13
zishe,14
delinquent,30
paperbacks,20
warriors,32
switchblade,14
sexpot,14
infirmity,7
heart-string,9
olympus,10
raising,37
heedless,5
impetuousness,5
fuddled,6
redolent,15
repugnant,4
roland,14
demi,2
glazed,3
scum,7
epiphanies,6
troupe,5
weissman,14
weber,17
receding,7
hairline,11
weathered,11
countenance,11
breckin,24
meyer,38
ridiculously,11
fangoria,7
subscriber,7
pantomimesque,6
sterotypes,6
demonic,6
infants,6
distracted,32
omnibus,17
just-above-average,14
ungainly,15
knees,23
grounded,31
cleanflicks,7
macgraw,12
profanities,10
romance-novel,7
platitudes,27
arkansas,7
consists,19
truck-loving,12
peroxide,11
blond,12
honeys,12
worldly,13
supermarket,18
tabloids,18
oversexed,6
forty,9
evolve,13
amiss,5
hackles,11
variable,6
light-footed,14
enchantment,23
goddammit,12
caused,6
adrenalin,15
advancing,5
subjective,8
raimondi,9
1991,6
rover,7
dangerfield,3
hourlong,7
aptly,16
shimmering,40
costumed,10
unremittingly,10
sturdiest,11
cheapened,12
v.s,12
yawn,12
culprit,10
early-on,10
reassuringly,9
uncertainties,11
demographics,5
unaware,13
bow-wow,8
doofus-on,3
the-loose,7
cocky,28
after-hours,11
loopiness,16
wretched,21
forster,26
meara,28
namesake,11
claire,2
kramer,3
liven,33
aldrich,10
drumming,21
graces,7
befallen,17
granted,8
mishandled,9
accused,12
undisciplined,15
coen,46
strutting,16
wealth,11
celebrityhood,4
frankness,18
reiner,10
sending,11
derisive,7
clunker,40
fixated,7
seated,9
pinheads,4
dissipated,5
hit-and-miss,31
suspecting,23
day-to-day,16
temptations,8
unleashed,8
one-night,6
puppies,9
legs,11
flck,9
interestingly,18
perplexing,14
austrian,13
suppression,8
evocation,11
medem,6
disrobed,11
exposed,20
virgin,10
chastity,12
whacking,9
plunge,17
splendid-looking,6
assurance,20
acclaim,20
tim,30
mccann,13
noteworthy,17
shohei,6
shaw,10
melting,8
phocion,13
attentions,12
fancies,10
selby,16
ounce,17
snore,17
unofficially,2
lucid,5
romeo,8
juliet\/west,10
isolated,5
soup,22
show-stoppingly,9
scathingly,7
redux,8
manically,5
66,10
palm,12
new-agey,10
irritates,7
saddens,6
obnoxiously,10
"2,500",11
bubba,17
ho-tep,18
languishing,13
nit-picky,11
hypocrisies,14
sportsmanship,7
draggin,3
invested,6
undergraduate,10
doubling,11
subtexts,11
stabs,18
wizard,12
dafoe,3
disturbance,11
15-year,11
reinforcement,17
bubble,45
1993,13
mimetic,4
approximation,4
armenia,12
giggly,8
quelle,2
truths,37
cursing,8
strategically,11
ivy,5
marquee,19
unschooled,13
800,20
losses,15
retitle,12
naval,13
personnel,13
diego,14
welled,12
bid,19
treachery,28
critically,9
wanker,3
goths,3
titans,9
reopens,9
dogme,18
bedfellows,9
compatible,9
eventful,15
guru,8
launch,4
brat,12
movie-esque,9
pub,13
join,6
monster\/science,10
aching,20
stress,14
graphically,11
fledgling,13
democracies,13
dispatching,6
hard-to-predict,11
down-to-earth,18
nonchalant,11
meshes,5
sensationalize,9
scenarios,15
sermonize,11
okay,32
immerse,17
arrogant,20
unimaginatively,14
foul-mouthed,14
affability,18
tube,27
clear-cut,11
all-out,10
rehearsals,2
inchoate,9
eldritch,9
contribute,4
stupefying,12
philosophers,10
doors,36
pre-credit,19
uncertainty,9
principle,9
discount,11
phoniness,14
female-bonding,14
ravaging,8
recreated,12
lumpy,10
two-day,12
paws,11
un-bear-able,13
back-story,7
foundering,7
championship,20
fringe,14
theorist,16
aaa,4
rated,5
eee,6
variant,8
nincompoop,10
sandlerian,10
manchild,8
self-reflexive,6
filipino-americans,12
avarice,18
lays,16
interweaves,12
mobius,7
elliptically,6
loops,6
began,22
neeson,7
capably,7
weighted,8
theorizing,16
german-expressionist,11
render,7
witlessness,9
not-so-bright,12
trio,17
criminals,9
illiterate,2
entries,17
personable,7
eccentricities,46
ascension,8
unmotivated,10
inconclusive,15
ziyi,8
stakes,7
englishmen,6
mortality,17
affluence,7
open-hearted,9
flog,7
obligation,11
96,5
fluxing,11
silly-looking,7
morlocks,7
decades-spanning,7
epics,37
socially,13
encompassing,13
captivatingly,5
beat-the-clock,6
plastered,6
pseudo-intellectual,11
spill,10
projector,14
bespeaks,9
instilled,14
unsuccessfully,4
fuse,18
corniest,15
stand-off,9
trump,8
mid-section,13
simulation,10
auschwitz,28
ii-birkenau,12
worried,9
gimmicks,12
glance,6
tact,7
daunting,6
promotes,18
scattershot,24
terrorizing,11
deleting,9
advanced,8
prozac,9
rampantly,7
unimpressively,9
fussy,15
scan,4
cheerfully,13
88,6
goggles,39
eye-popping,24
gregory,7
hinton,12
strong-minded,11
viewpoint,23
gambling,8
brent,6
hanley,6
bolstered,8
economics,10
fabulousness,10
recycle,16
e-graveyard,4
chin,16
abagnale,12
under-7,9
ritter,19
nicky,15
bad-boy,8
malleable,9
blatantly,5
preliminary,16
piecing,6
kidd,5
vainglorious,10
druggy,12
trance-noir,6
trumped-up,8
managing,21
jake,19
flounders,17
singer\/composer,7
contributes,7
slew,9
intrusive,13
adhering,12
adept,14
flinch,9
prognosis,12
zeus,6
self-importance,13
renting,6
discretion,12
geddes,14
grisham,13
kincaid,10
2-day,6
steinis,6
well-formed,5
chardonne,5
crafting,14
crowdpleaser,6
establish,9
cow,11
invites,23
unflattering,9
comparisons,9
installments,10
transvestite,11
ennui-hobbled,7
causes,4
conceptually,3
living-room,11
covering,17
underconfident,10
walken,19
romanced,9
cyndi,11
lauper,11
opportunists,12
papa,8
suspending,7
guard,16
true-to-life,15
unadorned,13
rural,38
hilary,12
birmingham,12
interlocked,5
misleading,5
unexplained,9
baboon,10
portraiture,10
tweener,9
malls,7
bedevilling,8
cue,13
facts,27
typically,34
self-mutilation,9
pitted,7
congrats,5
structuring,12
aggrandizing,11
item,13
nosedive,9
saps,10
inarticulate,44
mordant,15
catholics,5
catechism,6
affectingly,8
singer-turned,11
bleed,6
cheeks,9
coos,7
beseechingly,7
hell-bent,11
imperious,8
katzenberg,6
egypt,9
1998,33
dehumanizing,10
ego-destroying,9
unemployment,16
backbone,8
dusty,22
leatherbound,11
jokester,17
patrolmen,10
satan,4
24\/7,14
markers,18
cautions,9
unrelieved,6
journalistically,7
lethally,5
sleaziness,7
spy-action,10
priggish,2
lethargically,14
renewal,8
regimented,6
unforgivingly,10
eye-boggling,5
psychedelic,22
devote,15
telanovela,10
high-wattage,12
brainpower,12
coupled,25
unfakable,13
electoral,13
broadcast,17
link,15
merci,2
pour,12
cassel,6
vocalized,9
spring-break,9
majors,10
sixties-style,6
slickness,22
skilfully,8
aerial,12
kilt-wearing,13
elie,7
co-wrote,15
subjugate,15
tear-jerking,18
double-pistoled,13
ballistic-pyrotechnic,15
percentages,15
essay,15
specter,14
suicide,25
winged,8
assailants,8
evergreen,10
exuberant,23
coupling,5
disgracefully,7
scorchingly,9
intimidated,7
unhappiness,7
miserably,12
dreadfulness,13
curtain,7
separates,9
eroticized,7
glacially,4
iranian-american,11
1979,28
confuses,13
contorting,5
marketing,17
forges,7
sisterly,7
razor-sided,7
tuning,7
plaguing,13
globalizing,18
boxes,5
stylist,25
unclean,9
martinet,9
instructor,10
tormentor,8
unified,20
automatic,6
capitalism,8
gluing,7
lasker,7
byron,7
luther,6
satisfaction,23
angst-ridden,21
covered,6
celebi,17
slain,8
taunt,9
recovered,15
mulholland,12
harmlessly,1
b-ball,3
off-season,6
pop-music,13
dog-tag,13
m-16,12
bad-movie,15
tightened,14
grinds,12
mishandle,5
physician,9
shriveled,6
withholds,11
pell-mell,9
well-timed,9
parting,5
misfires,10
audacious-impossible,3
floundering,6
disagreeable,4
blimp,4
cared,9
grayish,12
last-minute,33
moral-condundrum,7
chicago-based,7
overweight,13
fore,14
still-inestimable,16
genre-busting,9
aloft,9
self-referential,20
crudities,8
crawls,8
snail,23
alarms,3
throbbing,8
elderly,17
propensity,8
patting,9
gellar,7
zoom,2
stiller,10
zoolander,8
secular,10
linear,10
makeup-deep,9
efficiency,17
markedly,7
inactive,7
conversational,5
confessional,16
uninitiated,29
bastard,20
cirulnick,8
novelist,18
thulani,8
nonchalantly,5
even-handedness,9
rigged,18
sunk,21
scene-chewing,8
teeth-gnashing,10
actorliness,10
captors,9
captives,9
bond-inspired,2
method,14
swords,11
surrendering,11
composure,15
gelati,11
battery,7
ensnare,5
dug,9
sputters,17
bladerunner,12
sci,14
fi,15
baker,11
boston,13
augustine,8
revisited,17
lags,11
lurches,18
not-very-funny,20
dramatics,40
characterizes,8
abundantly,19
infantilized,7
ordered,10
ragbag,8
girlfriends,20
wives,13
babies,4
avert,7
busby,9
berkeley,10
burnt-out,5
life-embracing,7
progressive,10
provocateur,12
special-interest,16
slaps,16
liberalism,17
thankless,17
ricochets,11
ryoko,5
hirosue,5
culmination,4
teenybopper,11
pubescent,31
scandalous,13
high-strung,10
populates,4
dislocation,11
chilled,18
maladjusted,7
narcotized,10
pax,12
lulled,8
overtake,14
grooved,13
dissection,6
inanities,9
gracious,5
conceivable,14
taxi,19
driver-esque,10
teetering,8
sanity,11
campbell,18
outlet,7
flick-knife,9
diction,9
swanson,11
ghoulish,13
perpetually,8
hazy,20
excepting,14
encountered,7
benchmark,16
lameness,11
period-perfect,6
hammers,7
indefinitely,9
believed,34
small-budget,12
underworld,8
gang-infested,9
east-vs,4
servicable,9
goldie,37
laughingly,10
annoyances,4
herrmann,6
avuncular,12
chortles,12
stage-trained,15
post-full,10
navajos,14
specious,14
hoo-ha,13
frenzied,6
click,5
15-cent,17
stump,18
speech,26
professionalism,44
live-honed,11
mimicry,11
holidays,7
wide-ranging,9
maverick,23
tweedy,4
canning,9
stockbroker,10
repairing,8
yearn,6
airborne,12
nude,10
nurturing,8
gauzy,10
dithering,9
well-honed,13
uncommercial,9
christmas-tree,10
flocking,10
spray,27
confirmation,8
unelected,17
incurious,8
uncharismatic,10
overgrown,12
easygoing,10
half-formed,6
sticker,10
muniz,16
financial,13
extortion,13
defoliation,8
partially,6
minty,9
unbroken,15
87-minute,15
prancing,4
hooker,9
relishes,7
hogan,9
bolly-holly,9
enthusiast,27
rhythmic,6
christophe,1
titillation,12
playthings,4
leftover,19
enron,12
hyper,13
weightlessness,5
horner,10
audio,12
rockwell,7
ostentatious,4
bangs,14
spunk,17
hubac,2
gerbosi,5
economically,5
plausibility,24
confrontation,15
repeats,12
evaporation,10
candle,10
cyber-horror,7
mystery\/thriller,15
unrecommendable,11
aquatic,6
baja,11
peninsula,12
mix-and,9
lulling,17
torpor,31
allergy,11
roisterous,8
ill-starred,8
asinine,12
rips,22
pa.,2
blurs,4
overt,9
re-enactments,15
talking-head,23
surgical,17
tissue,6
fab,10
fetish,15
belonged,5
beta,9
alpha,18
delta,19
inhospitability,4
narratives,11
atavistic,11
artifact,9
arena,9
string-pulling,14
legitimate,30
lighter-than-air,14
johnson,10
banging,11
salesmanship,13
bobby,18
mosaic,7
reactions,20
two-actor,9
gasp-inducing,12
varsity,10
middle-fingered,12
outta,20
legends,7
trifles,8
yimou,14
82,9
bend,13
architectural,38
glories,27
fatality,9
classism,8
ignorance,5
glad-handing,8
choking,13
ensnaring,12
strafings,8
derails,4
bliss-less,10
groans,11
drabness,4
endemic,5
monkeyfun,4
slugs,5
yankee,6
premises,18
backs,16
commodity,15
continued,5
blessedly,14
curse-free,14
sequel-itis,6
daydreaming,7
ploy,10
americana,15
fictionalize,9
full-on,11
antithesis,14
high-energy,17
stupor,10
steak,7
taxes,6
ex-wife,8
numbs,4
suffocated,6
packaged,15
sold,14
aroused,4
mideast,11
perceptively,10
festooning,12
magically,9
divertingly,3
headbangingly,5
bends,10
know-how,22
bleakly,13
hovers,6
lowering,6
big-name,11
cozy,19
relaxing,9
2-d,5
boxing,45
promoter,14
schweiger,3
freeze,10
pseudo-hip,12
luxury,13
trails,7
inconsequentiality,7
nascent,10
industrialized,11
resent,10
round-robin,3
dazzlingly,8
meet-cute,14
likability,10
ferzan,4
apartment,14
thirsty,12
novella,15
sluggishly,3
snap-crackle,9
nail-biting,17
peeved,17
cheerful,35
body-switching,11
techno-saturation,6
pencil-thin,10
miraculously,12
street-realist,15
self-regarding,6
trips,6
chunk,6
crock,8
appalled,18
outraged,8
shed,14
errant,10
atonal,5
demonizes,4
gifting,7
vomit,11
sings,9
viewings,7
freeway,21
dennis,12
hornby,20
drop-dead,9
fidelity,15
truffle,12
sats,7
13-year-old,8
gels,5
grace-in-rebellion,10
lingo,13
val,11
marathon,6
influx,11
liquid,10
gunning,5
magimel,14
judges,12
overcook,9
quench,8
aborbing,6
arguable,8
for-fans,5
signify,8
crossing,10
quotient,10
friday-night,12
milla,10
packs,9
hostages,12
swaggering,34
blooper,14
pentecostal,8
dallas,5
services,6
moot,2
supportive,14
depicting,21
onstage,12
clutchy,7
diatribe,7
heaviest,7
soapdish,5
leisurely,14
chimpanzees,15
bigger-than-life,10
ravages,11
ruthlessness,14
intuitively,7
yuks,6
professes,6
giddily,5
off-hollywood,11
memory-as-identity,7
obviation,7
long-held,15
illusions,15
erasing,13
recasts,13
syncopated,7
mimicking,6
puffery,20
accordion\/harmonica\/banjo,12
casually,8
unforgivably,7
fortified,11
trivial,9
cash-in,9
nickelodeon,3
disintegration,6
creamy,18
guided,3
sharpens,8
increments,5
camouflaged,5
nrelentingly,4
churning,15
montias,8
narcotizing,9
biennial,26
reinforces,5
heaviness,9
synchronized,9
swimmer,9
wool,9
wetsuit,9
nikita,8
weigh,17
dizzying,20
pressure-cooker,7
snowballs,13
reheated,12
discourages,8
meanwhile,6
reads,9
daisy,12
post-soviet,13
russia,13
malice,9
debases,8
grinding,11
pre-shooting,8
guidelines,8
cleverer,13
heart-rending,9
vintage-tv,12
spinoffs,12
afforded,8
patois,16
tossing,26
bellini,25
mullinski,9
compact,8
breezes,7
gob,3
pasteurized,10
ditties,5
retch,3
riff,32
dainty,6
psychopathy,12
completed,5
unobtrusively,9
third-act,14
ribald,12
visits,4
spy-movie,16
finder,11
b-grade,14
defunct,11
cleopatra,12
2525,12
researchers,7
letters,22
interiors,10
vessel,18
moodily,10
anti-date,14
idoosyncratic,11
terrain,11
potholes,11
befall,12
brethren,13
igloo,21
sank,7
show-tunes,8
clique,12
gantzes,5
underestimate,7
beanie,5
materials,13
vastness,7
poignance,8
action-filled,9
lagoon,6
methamphetamines,4
ihops,2
war\/adventure,7
dissolves,7
